Código Unico,Tipo de Sitio HISPAM,Nombre Sitio,Departamento,Provincia,Distrito,Direccion,TIPO DE ZONA,Zona,L/R,Atención Incidencias,Latitud,Longitud,Observación,nueva segmentación comercial,"Nemónico 
(Código único)"
LI06033,B_2,ALAMEDA_DE_LA_RIVERA,LIMA,LIMA,ATE,MZ G LT 06 URB. LA ALAMEDA DE LA REVERA,URBANO LIMA,Zona 2,LIMA,FEE,-12.025737,-76.941758,,Oro,LI06033
TA00157,B_2,ALAMEDA_ECOLOGICA,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,ASOC. PRO VIV. MAG FAUCHEAUX Y MARTIRES SUTEP N° R-6,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-18.05676,-70.24051,,Oro,TA00157
LI05659,B_2,ALAMEDA_PICAFLORES,LIMA,LIMA,SAN BORJA,ALTURA DE LA CUADRA 7 DE LA AVENIDA ALEJANDRO VELASCO ASTETE,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.104268,-76.985212,,Black,LI05659
PI00558,B_2,ALAMEDA_PIURA,PIURA,PIURA,VEINTISEIS DE OCTUBRE,AA.HH TÚPAC AMARU MZ Q LT 03 II ETAPA,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.19907,-80.65919,,Clásico,PI00558
LI04892,B_2,ALAMEDA_REMERO,LIMA,LIMA,CHORRILLOS,"ALAMEDA DEL REMERO. MZ V LT 5C - 2, URB. LOS HUERTOS DE VILLA.",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.1994,-76.99896,,Black,LI04892
LI00468,B_2,ALAMOS,LIMA,LIMA,SAN ISIDRO,AV JORGE BASADRE 950,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.095107,-77.041309,,Black,LI00468
AR00047,B_2,ALATA,AREQUIPA,AREQUIPA,TIABAYA,CALLE TUPAC AMARU S/N  MANZANA  “R”  LOTE 10,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.44267,-71.57857,,Clásico,AR00047
TA00024,B_2,ALBARRACIN 1,TACNA,TACNA,POCOLLAY,AV. JORGE BASADRE GROHMANN N°1451 ,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-17.994431,-70.227061,,Clásico,TA00024
TA00134,B_2,ALBARRACIN_2_REEM,TACNA,TACNA,POCOLLAY,"Av. Celestino Vargas 1301, Pocollay, Tacna, Tacna",URBANO REGIONES,Zona 3,REGIONES,FEE,-17.99365,-70.21818,,Clásico,TA00134
LI05660,B_2,ALBERTO_ACOSTA,LIMA,LIMA,SANTIAGO DE SURCO,JR. ISMAEL BIELICH FLORES CUADRA 3 Y JR AUGUSTO WIESE CUADRA 7,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.133256,-76.99184,,Black,LI05660
LI04658,B_2,ALBORADA_REEM,LIMA,LIMA,SANTIAGO DE SURCO,Intersección de la Av. Caminos del Inca Cdra. 9 con Av. Higuereta con Parque La Cr,URBANO LIMA,Zona 2,LIMA,FEE,-12.12064,-76.98782,,Black,LI04658
LA00024,D_1,ILLIMO_LA,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CERRO SAPAME,NO URBANO,Zona 1,REGIONES,FEE,-6.47926,-79.81959,,Abandonar,LA00024
LI00427,B_2,ALCANTARA,LIMA,LIMA,SAN MARTIN DE PORRES,LOTE 21 MZ C PROGRAMA DE VIVIENDA VILLA VICTORIA,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.956327,-77.089252,,Oro,LI00427
CA00054,B_3,ALCANTARILLA,CAJAMARCA,JAEN,JAEN,AV PACA MURO 200,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-5.712736,-78.80378,,Oro,CA00054
AR00071,B_1,ALCIDES,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,"AV. ANDRÉS AVELINO CÁCERES, MZ G, LT. 4, URBANIZACIÓN VISTA HERMOSA",URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.42571,-71.53522,,Oro,AR00071
LI05985,B_2,ALCIDES_CARRION_HEROS,CALLAO,CALLAO,BELLAVISTA,"Urbanizacion: San Antonio Mz: J - Lt: 22, Calle las Amatitas N° 128 - 130",URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.062082,-77.123052,,Black,LI05985
LI00851,B_3,ALDO MIÑANO,LIMA,LIMA,LINCE,Calle Garcilazo de L Vega esquina Av. Manuel Villavicencio,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.0892,-77.0399,,Black,LI00851
LA00548,B_2,ALEGRIA_NORTE_NEW,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,PANAMERICANA NORTE KM. 774 - PASANDO LEGUI Y ANTES DEL GRIFO NOR ORIENTE,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.754153,-79.867211,,Clásico,LA00548
LL00053,B_2,ALEJANDRO,LA LIBERTAD,TRUJILLO,TRUJILLO,FRENTE AL CENTRO COMERCIAL TOTTUS,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.10124,-79.04661,,Black,LL00053
LL00280,B_3,ALEJANDRO 2B,LA LIBERTAD,TRUJILLO,TRUJILLO,"FRENTE AL MALL, CRUCE DE AV MANSICHE Y AV METROPOLITANA II",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.100656,-79.049304,,Black,LL00280
UC00039,D_2,ALEXANDER,UCAYALI,PADRE ABAD,IRAZOLA,"LOZA DEPORTIVA MUNICIPAL S/N, DEL CENTRO POBLADO ALEXANDER VON HUMBOLT",NO URBANO,Zona 2,REGIONES,FEE,-8.8272,-75.05312,,Abandonar,UC00039
LI00660,B_3,ALFA NEW,LIMA,LIMA,LOS OLIVOS,AV. ALFA CDRA 20,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-12.008468,-77.069007,,Black,LI00660
AR00496,B_2,ALFONSO_LIGORIO,AREQUIPA,AREQUIPA,AREQUIPA,APIPA SECTOR 18 LOTE 11 MZ H,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.35005,-71.62408,,Black,AR00496
PI00098,B_2,ALGARROBOS,PIURA,PIURA,PIURA,MZ K LOTE 1 URBANIZACIÓN CORPIURA,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.16725,-80.65176,,Black,PI00098
PA00021,D_2,ALGAYHUACHANAN - PASCO,PASCO,PASCO,CHAUPIMARCA,CERRO ALGAYHUACHANAN,URBANO REGIONES,Zona 2,REGIONES,FEE,-10.696278,-76.252167,,Oro,PA00021
LI00661,B_2,ALHELIES NEW,CALLAO,CALLAO,CALLAO,AAHH JOSE BOTERIN  MZ L2 LOTE 20,URBANO LIMA,Zona 1,LIMA,FEE,-12.05261,-77.11917,,Oro,LI00661
LI05992,B_2,ALHELIES_JARDINES,LIMA,LIMA,SAN MARTIN DE PORRES,CALLE SAN JOSÉ MZ. A-16 LOTE 5 URB. PALAO CUARTA ETAPA,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-12.016981,-77.054996,,Oro,LI05992
JU00506,B_2,ALHELIES_LIBERTADORES,JUNIN,HUANCAYO,EL TAMBO,"Dirección	AV. LOS LIBERTADORES DE AMERICA N S/N LT 01, ANEXO MEJORADA",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-12.044653,-75.236047,,Oro,JU00506
LA00707,B_2,ALHELIES_ORTIZ,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,CALLE LOS LINOS MZ W LOTE 17 URB. MAXIMILIANO DIAZ MUÑOZ JOSE LEONARDO ORTIZ,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.745088,-79.830083,,Clásico,LA00707
LI05349,B_2,ALIANZA_REEM,LIMA,LIMA,LA VICTORIA,Av. La Mar con Jiron Hipolito Unanue,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-12.065862,-77.019222,,Black,LI05349
AR00580,B_2,ALIANZA_TRECE_ABRIL,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,"ALTO DE SELVA ALEGRE, MANZANA 23, LOTE N° 02, ZONA A",URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.38479,-71.52217,,Clásico,AR00580
UC00034,B_2,ALIARDO,UCAYALI,CORONEL PORTILLO,CALLERIA,JR YURIMAGUAS MZ. 143 LT. 26 ,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-8.385278,-74.540611,,Clásico,UC00034
LI05926,B_2,ALICANTE_ALAVA,LIMA,LIMA,SAN LUIS,AV. AGUSTIN DE LA ROSA TORO CDRA. 9 ALTURA DE LA CALLE MADRILEÑA.,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-12.07946,-76.99399,,Black,LI05926
LI00977,B_2,ALIPIO PONCE CLARO,LIMA,LIMA,SAN JUAN DE MIRAFLORES,"LOTE 06 MZA H, ASENTAMIENTO HUMANO LOS FORESTALES, VIA AUXILIAR PANAMERICANA SUR",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.169097,-76.98035,,Oro,LI00977
LI00494,B_2,ALISOS,LIMA,LIMA,SAN MARTIN DE PORRES,MZ Ñ LT 9 URB ROSARIO DEL NORTE,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.9836099,-77.0809388,,Oro,LI00494
AN00194,B_3,ALISTE,ANCASH,HUARAZ,INDEPENDENCIA,JIRÓN 13 DE DICIEMBRE 299- ZONA ALIVIONICA N° 107,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-9.5235,-77.5328,,Oro,AN00194
LI00905,B_2,ALMACENES NEXTEL,LIMA,LIMA,VILLA EL SALVADOR,"MZ. I-1, LOTE 7-B, COOPERATIVA LAS VERTIENTES -  VILLA EL SALVADOR",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.214392,-76.963951,,Oro,LI00905
AR00073,B_2,ALMENDRA,AREQUIPA,AREQUIPA,CAYMA,"URB BELLO HORIZONTE, LOTES 09 Y 10 - CAYMA - AREQUIPA",URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.3739,-71.5465,,Clásico,AR00073
CA00003,B_3,ALMENDRAS JAEN,CAJAMARCA,JAEN,JAEN, Calle Sucre N° 2318 Mz. H Lote 14 - Magllanal ,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-5.706939,-78.81689,,Oro,CA00003
PI00096,B_2,ALMENDRO TRAFIC,PIURA,PIURA,CASTILLA,"ASENTAMIENTO HUMANO LOS ALMENDROS, MZ LI, LOTE 08",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.188446,-80.60533,,Clásico,PI00096
JU00025,B_3,ALPAMARCA,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,CENTRO MINERO APAMARCA - MINERA VOLCAN,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-11.208639,-76.450667,Sitio_CANON,Abandonar,JU00025
HN00142,B_2,ALPAMAYO HUANUCO,HUANUCO,HUANUCO,AMARILIS,"AV. ESTEBAN PABLETICH MZ C LT 2, SAN LUIS",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-9.945361,-76.240306,,Oro,HN00142
LI01188,B_2,ALTHAUS,LIMA,LIMA,SAN JUAN DE LURIGANCHO,"PROGRAMA CIUDAD MARISCAL CACERES, SECTOR 2, MZ O5, LT 3, BARRIO 2, GRUPO RESIDENCIAL 0.",URBANO LIMA,Zona 3,LIMA,FEE,-11.950028,-76.981083,,Oro,LI01188
LI00348,B_2,ALTIPLANO,LIMA,LIMA,SAN JUAN DE MIRAFLORES,"PASAJE OLLANTAY MZ L3, LOTE 4 PAMPLONA ALTA",URBANO LIMA,Zona 2,LIMA,FEE,-12.136408,-76.963012,,Oro,LI00348
LI00500,B_2,ALTIPLANO 2,LIMA,LIMA,SAN JUAN DE MIRAFLORES,"PUEBLO JOVEN PAMPLONA ALTA MZ G5 LT 36-A, SAN JUAN DE MIRAFLORES ",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.142549,-76.962386,,Oro,LI00500
TA00016,D_2,ALTO ALIANZA,TACNA,TACNA,TACNA,CERRO PARA,URBANO REGIONES,Zona 3,REGIONES,FEE,-18.00739,-70.29981,,Oro,TA00016
AR00081,B_2,ALTO CAYMA,AREQUIPA,AREQUIPA,CAYMA,Carretera a Chivay (Urb. Popular El Carmen),URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.3293333,-71.5362,,Clásico,AR00081
AR00079,B_2,ALTO CAYMA 1,AREQUIPA,AREQUIPA,CAYMA,PUEBLO JOVEN JOSE OLAYA ZONA  A  MZ. I  LTE 1 ALTO CAYMA AREQUIPA,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.33847,-71.54221,,Clásico,AR00079
CU00096,B_2,ALTO CUSCO,CUSCO,CUSCO,CUSCO,"URBANIZACIÓN INCA GARCILAZO DE LA VEGA, MZ. A, LOTE N° 10",URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-13.5179,-71.95036,,Oro,CU00096
AR00108,B_2,ALTO INDEPENDENCIA,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,"PPJJ INDEPENDENCIA MZ 30, LOTE 15, ZONA B",URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.36381,-71.51702,,Clásico,AR00108
IC00091,D_3,ALTO LARAN,ICA,CHINCHA,EL CARMEN,PREDIO PARCELA Nº 51 ,URBANO REGIONES,Zona 2,REGIONES,FEE,-13.4861,-76.0931,,Abandonar,IC00091
MO00013,D_1,ILO NORTE,MOQUEGUA,ILO,ILO,MALECÓN DE ILO,NO URBANO,Zona 3,REGIONES,FEE,-17.643253,-71.335282,,Oro,MO00013
PU00074,B_3,ALTO PUNO,PUNO,PUNO,PUNO,"LOTE 1 MZ K, DE LA URBANIZACION EL MIRADOR",NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-15.819507,-70.029389,,Oro,PU00074
AR00050,B_2,ALTO SELVA ALEGRE,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,CALLE CAJAMARCA 318,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.3718333,-71.5079167,,Clásico,AR00050
LL00426,B_3,ALTO SHOREY,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,REP QUIRUVILCA,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-8.00169444,-78.31016667,,Abandonar,LL00426
PI00168,B_3,ALTO TALARA,PIURA,TALARA,PARIÑAS,AA.HH. SANCHEZ CERRO MZ. L LT. 19 - TALARA ALTA,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-4.59639,-81.2526,,Oro,PI00168
PI00511,B_2,ALTO_EL_GALLO,PIURA,MORROPON,CHULUCANAS,COMUNIDAD CAMPESINA JOSE IGNACIO TAVARA PASAPERA,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-5.17332,-80.18298,,Clásico,PI00511
LL00420,B_1,ALTO_MOCHICA,LA LIBERTAD,TRUJILLO,TRUJILLO," MZ A, LT 4,CENTRO URBANO INFIRMAL INDOAMERICA",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.091794,-79.040082,,Black,LL00420
AR00355,B_2,ALTO_SAN_MARTIN,AREQUIPA,AREQUIPA,MARIANO MELGAR,Av. Argentina N° 610,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.40534,-71.50222,,Clásico,AR00355
LL00165,B_2,ALVEAR,LA LIBERTAD,TRUJILLO,EL PORVENIR,AAHH LOS LAURELES 1ERA ETAPA MZ C LT 41,URBANO REGIONES,Zona 1,REGIONES,FEE,-8.0759,-79.02947,,Oro,LL00165
LI04098,B_1,ALZAMORA ENTEL,LIMA,LIMA,SURQUILLO,Pasaje Casas Huertas Mz k-4 Lt 06 Surquillo Lima,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.115475,-77.012833,,Black,LI04098
LL00533,D_1,LA ESPERANZA,LA LIBERTAD,TRUJILLO,LA ESPERANZA,Eq. Tahuantinsuyo / Juan Pio Montufar ,URBANO REGIONES,Zona 1,REGIONES,FEE,-8.07194,-79.04891,,Oro,LL00533
PI00648,B_2,AMAPOLAS_PIURA,PIURA,PIURA,PIURA,Av. Circuito de Playas altura de la Av. Alameda Sur ( Ref. a las afueras de la cancha de grass sintético),URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.154888,-80.659266,,Black,PI00648
HN00159,D_2,AMARILIS,HUANUCO,HUANUCO,AMARILIS,PREDIO RUSTICO CERRO JANCAO,URBANO REGIONES,Zona 2,REGIONES,FEE,-9.903694,-76.213194,,Oro,HN00159
HN00312,B_2,AMARILIS_HN,HUANUCO,HUANUCO,AMARILIS,AV. LA COLECTORA - Calle dos de mayo 1601,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-9.92036551,-76.22890707,,Oro,HN00312
JU00505,B_2,AMARILIS_INDEPENDENCIA,JUNIN,HUANCAYO,EL TAMBO,PASAJE CRISANTEMOS 126,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-12.052908,-75.231073,,Oro,JU00505
PI00112,B_1,AMARU,PIURA,PIURA,PIURA,MZ. H2 LT. 14 AAHH SANTA JULIA SC. RICARDO JAUREGUI / CALLE LA INDIA DPT. 01,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.197306,-80.651167,,Black,PI00112
LI06543,B_2,AMAT_REEM,CALLAO,CALLAO,CALLAO,Av.San José cuadra 1,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.0537,-77.0956,,Oro,LI06543
AR00122,B_2,AMAUTA,AREQUIPA,AREQUIPA,AREQUIPA,PUEBLO JOVEN MANCO CAPAC MZ L LOTE 6 SECCION 2 ,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.41797,-71.50025,,Black,AR00122
LI04843,B_2,AMAUTA_2_ETAPA,LIMA,LIMA,ATE,Mz. O Lt. 14 Asoc. De Vivienda Señor de la Justicia,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.04279,-76.90136,,Oro,LI04843
LI05966,B_2,AMAUTA_ALISOS,LIMA,LIMA,LOS OLIVOS,CALLE LENGUAJE CRUCE CON AV LOS ALISOS,URBANO LIMA,Zona 3,LIMA,FEE,-11.98338,-77.0732,,Black,LI05966
LI04067,B_2,AMAUTA_ENTEL,LIMA,LIMA,LIMA,Calle Guillermo Geraldino Mz B Lt 25,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.0552,-77.0653,,Black,LI04067
UC00009,B_2,AMAZONAS PUCALLPA,UCAYALI,CORONEL PORTILLO,CALLERIA,CALLE LUIS BANCHERO ROSSI MZ 303 LOTE 04-A,URBANO REGIONES,Zona 2,REGIONES,FEE,-8.38395,-74.56181,,Clásico,UC00009
HN00154,B_1,AMBO,HUANUCO,AMBO,AMBO,CERRO AYANCOCHA,URBANO REGIONES,Zona 2,REGIONES,FEE,-10.1245,-76.2085,,Abandonar,HN00154
HN00230,B_2,AMBO URA,HUANUCO,AMBO,AMBO,JR. 28 DE JULIO N°303,URBANO REGIONES,Zona 2,REGIONES,FEE,-10.12811667,-76.20415278,,Abandonar,HN00230
LI00580,B_2,AMERICA UNAMARCA,LIMA,LIMA,SAN JUAN DE MIRAFLORES,"Mz L , Lote 26 Cooperativa de Vivienda Unamarca Ltda. - San Juan de Miraflores",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.179925,-76.977619,,Oro,LI00580
LI06059,B_1,AMERICA_FUJIMORI,LIMA,LIMA,SAN JUAN DE MIRAFLORES,ASENTAMIENTO HUMANO: LOS ARBOLITOS MZ. D - LT.10,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.18658,-76.97524,,Oro,LI06059
LI00085,B_2,AMERICAS,LIMA,LIMA,SAN ISIDRO,CALLE FEDERICO VILLARREAL N° 42,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.094965,-77.031123,,Black,LI00085
LL00119,B_2,AMERICAS SUR,LA LIBERTAD,TRUJILLO,TRUJILLO,"PASAJE HUANCAVELICA MZ. G, LOTE 10, URB. PALERMO",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.105182,-79.011458,,Black,LL00119
12_CLIENTES_001,B2B,AMERICATEL PERU S.A. (ANTES ORBITEL) AREQUIPA,AREQUIPA,AREQUIPA,0,AREQUIPA,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,,,,,12_CLIENTES_001
12_CLIENTES_002,B2B,AMERICATEL PERU S.A. (ANTES ORBITEL) CHICLAYO,LAMBAYEQUE,CHICLAYO,0,AV. MANUEL MARIA IZAGA,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,,,,,12_CLIENTES_002
12_CLIENTES_003,B2B,AMERICATEL PERU S.A. (ANTES ORBITEL) ICA,ICA,ICA,0,S/N,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,,,,,12_CLIENTES_003
12_CLIENTES_004,B2B,AMERICATEL PERU S.A. (ANTES ORBITEL) MONTERRICO,LIMA,LIMA,0,"MANUEL OLGUÍN CDRA.2 ESQ. CALLE CENTAURO, SURCO",NO URBANO,Zona 2,LIMA,BAJO DEMANDA,,,,Black,12_CLIENTES_004
12_CLIENTES_005,B2B,AMERICATEL PERU S.A. (ANTES ORBITEL) TRUJILLO,LA LIBERTAD,TRUJILLO,0,JR. JUNIN 468 - TRUJILLO,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,,,,,12_CLIENTES_005
12_CLIENTES_006,B2B,AMERICATEL PERU S.A. (HUANUCO),HUANUCO,HUANCAYO,0,A MEDIA CUADRA DEL LOCAL DE TDP EN HUANUCO,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,,,,,12_CLIENTES_006
LI00953,B_2,AMERICO VESPUCIO,LIMA,LIMA,ATE,Lt 33 Mza 01 Urb. Mayorazgo - Ate,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.06131,-76.94144,,Oro,LI00953
LA00216,D_3,AMUSUY,LAMBAYEQUE,FERREÑAFE,INCAHUASI,"Predio Mate Kamchakuna, Valle la Leche, Sector Amusuy,  Distrito de Incahuasi, Provincia de Ferreñafe y  Departamento de Lambayeque.",NO URBANO,Zona 1,REGIONES,FEE,-6.47864424,-79.81922343,Sitio_FITEL,Abandonar,LA00216
LI04841,B_2,AMY,LIMA,LIMA,CARABAYLLO,Mz. O Lt. 14 Asoc. De Vivienda Señor de la Justicia,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.852278,-76.993497,,Oro,LI04841
LI06616,B_2,ANA_LA_CULTURA,LIMA,LIMA,LA MOLINA,Av. La Cultura / Av. Santa Ana,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.03892,-76.94777,,Black,LI06616
TA00026,D_2,ANAJIRE,TACNA,TARATA,TARATA,CERRO TORNEATA,NO URBANO,Zona 3,REGIONES,FEE,-17.49372,-70.02228,,Abandonar,TA00026
PU00065,D_2,ANANEA,PUNO,SAN ANTONIO DE PUTINA,ANANEA,"SECTOR ANTAHUILA, MINA RINCONADA",NO URBANO,Zona 3,REGIONES,FEE,-14.638167,-69.455028,,Abandonar,PU00065
PU00270,B_3,ANANEA CP,PUNO,SAN ANTONIO DE PUTINA,ANANEA,"CERRO DENOMINADO WARI HUAMAÑA / DRAGON DE ORO, SITUADO EN LA COMUNIDAD CAMPESINA DE ANANEA, UBICADO EN EL PREDIO RUSTICO LLAMADO ANANEA",NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-14.68332,-69.532696,,Abandonar,PU00270
PU00030,D_2,ANCARUYO RIVA,PUNO,CHUCUITO,ZEPITA,CERRO THAJJRAPATA,NO URBANO,Zona 3,REGIONES,FEE,-16.44611111,-69.1725,,Abandonar,PU00030
LI00472,B_2,ANCASH,LIMA,LIMA,LIMA,JR. HUANUCO #411- CERCADO DE LIMA,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.04778,-77.0195,,Black,LI00472
AR00368,B_3,ANCHAQUI,AREQUIPA,CARAVELI,CARAVELI,C° ANCHAQUI,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-15.759452777777778,-73.39435,,Abandonar,AR00368
AN00219,B_2,ANCHOVETA,ANCASH,SANTA,NUEVO CHIMBOTE,PROGRAMA DE VIVIENDA HABITACIONAL URBANA PROGRESIVA NICOLAS GARATEA  MZ. 3 LT 36,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-9.12,-78.5122,,Clásico,AN00219
AN00248,B_2,ANCHOVETA NEXTEL,ANCASH,SANTA,NUEVO CHIMBOTE,Anchoveta_Nextel,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-9.119236,-78.52226,,Clásico,AN00248
LA00217,D_2,ANCHOVIRA,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,PREDIO SAN JUAN CENTRO POBLADO ANCHOVIRA,NO URBANO,Zona 1,REGIONES,FEE,-6.263942,-79.746426,Sitio_FITEL,Abandonar,LA00217
LI00536,B_2,ANCO HUILLO NEW,LIMA,LIMA,SANTA ANITA,"AV. ROSALES S/N, MZ. B, LOTE 2, COOPERATIVA DE VIVIENDA PACHACUTEC",URBANO LIMA,Zona 2,LIMA,FEE,-12.041317,-76.962796,,Oro,LI00536
LA00218,D_2,ANCOL CAUTIVO,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Comunidad Campesina Santo Domingo de Olmos - Caserío Ancol El Cautivo,NO URBANO,Zona 1,REGIONES,FEE,-5.911921,-80.018704,Sitio_FITEL,Oro,LA00218
LA00219,D_3,ANCOL GRANDE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Comunidad Campesina Santo Domingo de Olmos - Caserío Ancol Grande,NO URBANO,Zona 1,REGIONES,FEE,-5.910083,-80.038183,Sitio_FITEL,Oro,LA00219
PI00097,D_1,PIURA BCP,PIURA,PIURA,PIURA,"AV. GRAU CUADRA 1, EDIFICIO BANCO DE CRÉDITO, PLAZA DE ARMAS",URBANO REGIONES,Zona 1,REGIONES,FEE,-5.19645,-80.62714,,Black,PI00097
CA00019,D_1,SAN PABLO URA,CAJAMARCA,SAN PABLO,SAN PABLO,CALLE LIMA  Nº 841,NO URBANO,Zona 1,REGIONES,FEE,-7.11935083,-78.823355,,Abandonar,CA00019
LL00025,P_3,SAN PEDRO_LL,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,AV. INDEPENDENCIA S/N,NO URBANO,Zona 1,REGIONES,FEE,-7.424965,-79.50281,,Abandonar,LL00025
LI05754,B_2,ANDAHUAYLAS_FRANCIA,LIMA,LIMA,LIMA,"SUB LOTE 1-B-1, MANZANA 79 DEL JIRON ANDAHUAYLAS, URBANIZACIÓN FUNDO MATUTE.",URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.0726,-77.0251,,Black,LI05754
CU00085,B_3,ANDAHUAYLILLAS UC ,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,LOTE # 05 MANZADA D,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-13.67146,-71.67501,,Abandonar,CU00085
AR00109,B_2,ANDARAY UC,AREQUIPA,CONDESUYOS,ANDARAY,CENTRO POBLADO ANDARAY MZ H LOTE 3,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-15.79717,-72.861,,Abandonar,AR00109
